Address,subdiv.x,treat,eoc_diff,sold,fname,htype,hstatus,harea,lp,address,taxloc,city,county,high,total_hla,unheated_sqft,add_sqft,beds,baths,main_hla,main_un,upper_hla,upper_un,lower_hla,lower_un,bsmt_hla,bsmt_un,third_hla,third_un,new_construct,year_built,elem,middle,high__1,dimension,acres,tax_value,zoning,htype__1,style,exterior,parking,driveway,fireplace,fireplace_loc,floor,windows,water,hvac,heater,sp,sold__1,sold2,sold3,subdiv
1010QUEENSRDB,King John,1,32.3,2002-03-13T00:00:00Z,listings_data/132965.html,Condo/Townhouse,Sold,41395,189900,1010 QUEENS RD B,Charlotte,"CHARLOTTE,28207",Mecklenburg,Unknown,1362,0,NA,2,41306,696,0,666,0,0,0,0,0,NA,NA,No,1981,Unknown,Unknown,Unknown,NA,0,123620,R22MF,2 Story,NA,Brick Veneer Full,"1 Car Carport, 1 Parking Space",NA,Yes,Living Room,"Vinyl / Linoleum, Wall-to wall Carpet, Wood",NA,"City Sewer, City Water","Central Air, Electric Hot Air",Electric,182500,2002-03-13T00:00:00Z,3132002,2013-03-02T00:00:00Z,NA
1010QUEENSRDB,Myers Park,1,32.3,2002-03-13T00:00:00Z,listings_data/132965.html,Condo/Townhouse,Sold,41395,189900,1010 QUEENS RD B,Charlotte,"CHARLOTTE,28207",Mecklenburg,Unknown,1362,0,NA,2,41306,696,0,666,0,0,0,0,0,NA,NA,No,1981,Unknown,Unknown,Unknown,NA,0,123620,R22MF,2 Story,NA,Brick Veneer Full,"1 Car Carport, 1 Parking Space",NA,Yes,Living Room,"Vinyl / Linoleum, Wall-to wall Carpet, Wood",NA,"City Sewer, City Water","Central Air, Electric Hot Air",Electric,182500,2002-03-13T00:00:00Z,3132002,2013-03-02T00:00:00Z,NA
1010QUEENSRDB,NA,1,32.3,2005-06-30T00:00:00Z,listings_data/523137.html,Condo/Townhouse,Sold,41395,2.15E+05,1010 Queens RD b,Mecklenburg,"Charlotte,NC28207",Mecklenburg,NA,1362,0,NA,2,41306,696,0,666,0,0,0,0,0,NA,NA,No,1981,NA,NA,NA,NA,0,177100,r300,2 Story,Traditional,Brick Veneer Full,"1 Car Carport, 1 Parking Space",NA,Yes,Den,NA,NA,"City Sewer, City Water","Central Air, Electric Hot Air",Electric,1.90E+05,2005-06-30T00:00:00Z,6302005,2013-06-05T00:00:00Z,King John
1010QUEENSRDB,NA,1,32.3,2007-08-29T00:00:00Z,listings_data/686350.html,Condo/Townhouse,Sold,41395,2.87E+05,1010 Queens RD B,Mecklenburg,"Charlotte,NC28207",Mecklenburg,Myers Park,1202,0,240,2,41306,620,0,582,0,0,0,0,0,0,0,No,1981,Eastover,Alexander Graham,Myers Park,NA,0,0,R300,2 Story,Traditional,Brick Veneer Full,"1 Car Carport, 1 Parking Space",Concrete,Yes,Living Room,"Marble, Wall-to wall Carpet","Insulated Windows, Storm Door(s)","City Sewer, City Water","Heat Pump - AC, Heat Pump - Heat",Electric,2.79E+05,2007-08-29T00:00:00Z,8292007,2013-08-07T00:00:00Z,Myers Park
1012QUEENSRDD,NA,1,32.3,2007-03-15T00:00:00Z,listings_data/647040.html,Condo/Townhouse,Sold,41395,1.90E+05,1012 Queens RD D,Charlotte,"Charlotte,NC28207",Mecklenburg,NA,1146,72,NA,2,41306,1146,0,0,0,0,0,0,0,0,0,No,1981,NA,NA,NA,NA,0,163800,Res,2 Story,NA,Brick Veneer Full,1 Parking Space,NA,Yes,Great Room,"Ceramic Tile, Wall-to wall Carpet",NA,"City Sewer, City Water","Central Air, Heat Pump - Heat",Electric,181500,2007-03-15T00:00:00Z,3152007,2013-03-07T00:00:00Z,King John
1012QUEENSRDD,NA,1,32.3,2009-10-02T00:00:00Z,listings_data/881245.html,Condo/Townhouse,Sold,41395,2.28E+05,1012 Queens RD D,Charlotte,"Charlotte,NC28207",Mecklenburg,Myers Park,1078,141,176,2,41306,1078,141,0,0,0,0,0,0,0,0,No,1981,Eastover,Alexander Graham,Myers Park,NA,0,163800,R300,Garden,Traditional,Brick Veneer Full,"1 Car Carport, 1 Parking Space, Other",NA,Yes,Living Room,"Ceramic Tile, Wall-to wall Carpet, Wood",Insulated Windows,"City Sewer, City Water","Central Air, Heat Pump - Heat",Electric,210500,2009-10-02T00:00:00Z,10022009,2013-10-09T00:00:00Z,Myers Park
10307VERDUGODR13B,Reavencrest,1,9.97,2002-03-27T00:00:00Z,listings_data/127058.html,Condo/Townhouse,Sold,41402,139900,10307 VERDUGO DR 13B,Charlotte,"CHARLOTTE,28277-8155",Mecklenburg,South Mecklenburg,1616,211,NA,3,41306,841,211,775,0,0,0,0,0,NA,NA,Yes,2001,Hawk Ridge,South Charlotte,South Mecklenburg,NA,0,0,RES,2 Story,Transitional,"Brick Veneer Partial, Vinyl","1 Car Garage, Attached",Concrete,Yes,Living Room,"Wall-to wall Carpet, Vinyl / Linoleum, Laminate",Insulated Windows,"City Water, City Sewer","Central Air, Gas Hot Air",Gas,139550,2002-03-27T00:00:00Z,3272002,2013-03-02T00:00:00Z,NA
10307VERDUGODR13B,NA,1,9.97,2004-05-21T00:00:00Z,listings_data/426961.html,Condo/Townhouse,Sold,41402,1.48E+05,10307 Verdugo DR 13B,Charlotte,"Charlotte,NC28277",Mecklenburg,NA,1657,220,NA,3,41306,832,220,825,0,0,0,0,0,NA,NA,No,2001,NA,NA,NA,NA,0,143300,R8MFcd,2 Story,Transitional,"Brick Veneer Partial, Vinyl","1 Car Garage, Attached",Concrete,Yes,"Den, Gas Logs","Vinyl / Linoleum, Wall-to wall Carpet, Wood",Insulated Windows,"City Sewer, City Water","Central Air, Gas Hot Air",Gas,1.45E+05,2004-05-21T00:00:00Z,5212004,2013-05-04T00:00:00Z,Reavencrest
104COLVILLERD41B,Eastover,1,32.3,2003-01-31T00:00:00Z,listings_data/188421.html,Condo/Townhouse,Sold,41365,109900,104 COLVILLE RD 41B,Charlotte,"CHARLOTTE,28207-",Mecklenburg,Myers Park,609,0,NA,1,41275,609,0,0,0,0,0,0,0,NA,NA,No,1938,Selwyn,Alexander Graham,Myers Park,NA,0,0,R22MF,Garden,Traditional,Brick Veneer Full,Street / Lot,NA,No,NA,"Wood, Ceramic Tile",NA,"City Water, City Sewer",Heat Pump - AC,Gas,106500,2003-01-31T00:00:00Z,1312003,2013-01-03T00:00:00Z,NA
104COLVILLERD41B,NA,1,32.3,2003-01-31T00:00:00Z,listings_data/188421.html,Condo/Townhouse,Sold,41365,109900,104 COLVILLE RD 41B,Charlotte,"CHARLOTTE,28207-",Mecklenburg,Myers Park,609,0,NA,1,41275,609,0,0,0,0,0,0,0,NA,NA,No,1938,Selwyn,Alexander Graham,Myers Park,NA,0,0,R22MF,Garden,Traditional,Brick Veneer Full,Street / Lot,NA,No,NA,"Wood, Ceramic Tile",NA,"City Water, City Sewer",Heat Pump - AC,Gas,106500,2003-01-31T00:00:00Z,1312003,2013-01-03T00:00:00Z,NA
104COLVILLERD41B,NA,1,32.3,2006-05-16T00:00:00Z,listings_data/569642.html,Condo/Townhouse,Sold,41365,116900,104 Colville RD 41b,Charlotte,"Charlotte,NC28207",Mecklenburg,NA,609,0,NA,1,41275,609,0,0,0,0,0,0,0,NA,NA,No,1938,NA,NA,NA,NA,0,88100,R22mf,3 Story,NA,Brick Veneer Full,"1 Car Garage, Street / Lot",Asphalt,No,NA,"Ceramic Tile, Parquet",NA,"City Sewer, City Water",Central Air,Electric,107500,2006-05-16T00:00:00Z,5162006,2013-05-06T00:00:00Z,Eastover
104COLVILLERD41B,NA,1,32.3,2009-05-27T00:00:00Z,listings_data/851585.html,Condo/Townhouse,Sold,41365,124900,104 Colville RD 41B,Charlotte,"Charlotte,NC28207",Mecklenburg,NA,630,0,0,1,41275,630,0,0,0,0,0,0,0,0,0,No,1938,NA,NA,NA,NA,0,88100,R22mf,Garden,Traditional,Brick Veneer Full,1 Parking Space,Asphalt,Yes,Other,NA,NA,"City Sewer, City Water",Heat Pump - Heat,Electric,1.20E+05,2009-05-27T00:00:00Z,5272009,2013-05-09T00:00:00Z,NA
10712ESSEXHALLDR0,Princeton,0,0,2003-03-31T00:00:00Z,listings_data/183185.html,Condo/Townhouse,Sold,41401,134900,10712 ESSEX HALL DR 0,Mecklenburg,"CHARLOTTE,28277-",Mecklenburg,Providence,1409,0,NA,2,41306,0,0,0,0,0,0,0,0,NA,NA,No,2.00E+03,Pineville,South Charlotte,Providence,NA,0,0,MX-2,2 Story,Traditional,"Brick Veneer Partial, Vinyl",1 Car Garage,Concrete,Yes,Great Room,"Wall-to wall Carpet, Vinyl / Linoleum",NA,"City Water, City Sewer","Central Air, Gas Hot Air",Gas,1.31E+05,2003-03-31T00:00:00Z,3312003,2013-03-03T00:00:00Z,NA
10712ESSEXHALLDR0,NA,0,0,2004-01-05T00:00:00Z,listings_data/413253.html,Condo/Townhouse,Sold,41399,134500,10712 Essex Hall DR 0,Mecklenbrg,"Charlotte,NC28277-2090",Mecklenburg,NA,1456,317,317,2,41306,637,317,819,0,0,0,0,0,NA,NA,No,2.00E+03,NA,NA,NA,NA,0,125700,R309,2 Story,Traditional,Brick Veneer Partial,1 Car Garage,Concrete,Yes,"Gas Logs, Living Room",Wood,"Screen Door(s), Storm Door(s)","City Sewer, City Water","Central Air, Gas Hot Air",Gas,1.32E+05,2004-01-05T00:00:00Z,1052004,2013-01-04T00:00:00Z,Princeton
1109MOREHEAD,NA,0,0,1998-04-29T00:00:00Z,listings_data/369063.html,Condo/Townhouse,Sold,41365,1.19E+05,1109 MOREHEAD,Charlotte,",28204",Mecklenburg,NA,786,NA,66,2,41275,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,1984,NA,NA,NA,NA,0,64250,2,Garden,Traditional,Brick Veneer Partial,2 Parking Spaces,NA,Yes,Living Room,"Wood, Ceramic Tile",NA,"City Water, City Sewer","Central Air, 2907",Electric,1.15E+05,1998-04-29T00:00:00Z,4291998,1998-04-01T00:00:00Z,NA
1109MOREHEAD,NA,0,0,1998-05-28T00:00:00Z,listings_data/370153.html,Condo/Townhouse,Sold,41395,124900,1109 MOREHEAD,Charlotte,",28204",NA,NA,920,NA,63,2,41306,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,1984,NA,NA,NA,NA,0,71920,O2,Mid-Rise,Transitional,"Brick Veneer Partial, Wood",NA,Asphalt,Yes,Great Room,"Wood, Ceramic Tile, Wall-to wall Carpet, Vinyl / Linoleum",NA,"City Water, City Sewer","Central Air, 2907",Electric,124900,1998-05-28T00:00:00Z,5281998,1998-05-01T00:00:00Z,NA
1109MOREHEAD,NA,0,0,1998-08-14T00:00:00Z,listings_data/379489.html,Condo/Townhouse,Sold,41395,129900,1109 MOREHEAD,Charlotte,",28204",Mecklenburg,NA,946,NA,NA,2,41306,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,1984,NA,NA,NA,NA,0,1.00E+05,O2,Garden,NA,"Brick Veneer Partial, Wood",1 Parking Space,NA,Yes,Living Room,"Parquet, Wall-to wall Carpet",NA,"City Water, City Sewer","Heat Pump - AC, 2907",Electric,1.27E+05,1998-08-14T00:00:00Z,8141998,1998-08-01T00:00:00Z,NA
1109MOREHEADST14E,NA,0,0,2005-03-30T00:00:00Z,listings_data/491008.html,Condo/Townhouse,Sold,41395,1.48E+05,1109 Morehead ST 14 E,Charlotte,"charlotte,NC28203",Mecklenburg,NA,920,0,NA,2,41306,920,0,0,0,0,0,0,0,NA,NA,No,1984,NA,NA,NA,NA,0,132300,R300,Mid-Rise,Traditional,Wood,2 Parking Spaces,Asphalt,Yes,Living Room,"Ceramic Tile, Laminate, Wall-to wall Carpet",Insulated Windows,"City Sewer, City Water","Central Air, Heat Pump - AC, Heat Pump - Heat",Electric,1.41E+05,2005-03-30T00:00:00Z,3302005,2013-03-05T00:00:00Z,Dilworth
1109MOREHEADST14E,NA,0,0,2007-04-20T00:00:00Z,listings_data/665256.html,Condo/Townhouse,Sold,41395,189900,1109 Morehead ST 14 E,Charlotte,"Charlotte,NC28203",Mecklenburg,NA,920,0,NA,2,41306,920,0,0,0,0,0,0,0,0,0,No,1984,NA,NA,NA,NA,0,132300,R300,Mid-Rise,NA,Wood,2 Parking Spaces,Asphalt,Yes,Living Room,"Ceramic Tile, Laminate, Wall-to wall Carpet",NA,"City Sewer, City Water","Central Air, Heat Pump - AC, Heat Pump - Heat",Electric,1.96E+05,2007-04-20T00:00:00Z,4202007,2013-04-07T00:00:00Z,Dilworth
1109MOREHEADST17E,NA,0,0,2005-06-28T00:00:00Z,listings_data/524628.html,Condo/Townhouse,Sold,41395,129900,1109 Morehead ST 17 E,Charlotte,"Charlotte,NC28204",Mecklenburg,Myers Park,817,0,NA,2,41275,817,0,0,0,0,0,0,0,NA,NA,No,1984,Dilworth,NA,Myers Park,NA,0,1.20E+05,R300,Mid-Rise,Transitional,Wood,2 Car Garage,NA,Yes,Great Room,"Ceramic Tile, Parquet, Wall-to wall Carpet",Insulated Windows,"City Sewer, City Water","Heat Pump - AC, Heat Pump - Heat",Electric,132900,2005-06-28T00:00:00Z,6282005,2013-06-05T00:00:00Z,Dilworth
1109MOREHEADST17E,NA,0,0,2009-12-30T00:00:00Z,listings_data/878047.html,Condo/Townhouse,Sold,41395,184900,1109 Morehead ST 17 E,Charlotte,"Charlotte,NC28204",Mecklenburg,Myers Park,790,66,NA,2,41275,790,66,0,0,0,0,0,0,0,0,No,1984,Eastover,Alexander Graham,Myers Park,NA,0,1.20E+05,O2,Mid-Rise,Traditional,"Brick Veneer Partial, Cedar Shake, Hardboard Siding",2 Parking Spaces,Asphalt,Yes,Great Room,"Ceramic Tile, Prefinished Wood, Wall-to wall Carpet",Insulated Windows,"City Sewer, City Water","Central Air, Heat Pump - AC, Heat Pump - Heat",Electric,1.82E+05,2009-12-30T00:00:00Z,12302009,2013-12-09T00:00:00Z,Dilworth
1109MOREHEADST18E,NA,0,0,2005-01-28T00:00:00Z,listings_data/481533.html,Condo/Townhouse,Sold,41395,1.35E+05,1109 Morehead ST 18 E,Charlotte,"Charlotte,NC28204",Mecklenburg,Myers Park,792,0,NA,2,41275,788,0,0,0,0,0,0,0,NA,NA,No,1984,Eastover,Alexander Graham,Myers Park,NA,0,1.20E+05,R300,Mid-Rise,Transitional,"Brick Veneer Partial, Cedar Shake",2 Parking Spaces,NA,Yes,Great Room,"Ceramic Tile, Parquet, Wall-to wall Carpet",NA,"City Sewer, City Water",Heat Pump - AC,Electric,1.28E+05,2005-01-28T00:00:00Z,1282005,2013-01-05T00:00:00Z,Latta Square
1109MOREHEADST18E,NA,0,0,2009-06-15T00:00:00Z,listings_data/846576.html,Condo/Townhouse,Sold,41395,174500,1109 Morehead ST 18 E,Mecklenburg,"Charlotte,NC28204",Mecklenburg,Myers Park,786,66,NA,2,41275,786,66,0,0,0,0,0,0,0,0,No,1984,Eastover,Alexander Graham,Myers Park,NA,0,1.20E+05,O2,Mid-Rise,NA,"Brick Veneer Partial, Wood",3+ Parking Spaces,Asphalt,Yes,Living Room,"Ceramic Tile, Prefinished Wood",Insulated Windows,"City Sewer, City Water","Central Air, Electric Hot Air",Electric,1.70E+05,2009-06-15T00:00:00Z,6152009,2013-06-09T00:00:00Z,Dilworth
1109MOREHEADST3E,NA,0,0,2008-02-14T00:00:00Z,listings_data/735988.html,Condo/Townhouse,Sold,41395,2.15E+05,1109 Morehead ST 3 E,Charlotte,"Charlotte,NC28204",Mecklenburg,NA,920,90,NA,2,41306,920,90,0,0,0,0,0,0,0,0,No,1984,NA,NA,NA,NA,0,132300,2,Mid-Rise,NA,Wood,2 Parking Spaces,Asphalt,Yes,Den,"Ceramic Tile, Marble, Wall-to wall Carpet, Wood",NA,"City Sewer, City Water","Heat Pump - AC, Heat Pump - Heat",Electric,1.87E+05,2008-02-14T00:00:00Z,2142008,2013-02-08T00:00:00Z,Dilworth
1109MOREHEADST3E,NA,0,0,2009-01-14T00:00:00Z,listings_data/793544.html,Condo/Townhouse,Sold,41395,225775,1109 Morehead ST 3 E,Charlotte,"Charlotte,NC28204",Mecklenburg,NA,937,0,NA,2,41306,937,0,0,0,0,0,0,0,0,0,No,1984,NA,NA,NA,NA,0,132300,O2,Mid-Rise,NA,"Brick Veneer Partial, Cedar Shake",Street / Lot,NA,Yes,Living Room,"Ceramic Tile, Marble",NA,"City Sewer, City Water",Central Air,Electric,215500,2009-01-14T00:00:00Z,1142009,2013-01-09T00:00:00Z,Dilworth
1109MOREHEADST4E,NA,0,0,2004-11-29T00:00:00Z,listings_data/466402.html,Condo/Townhouse,Sold,41395,1.35E+05,1109 Morehead ST 4 E,Charlotte,"Charlotte,NC28204",Mecklenburg,Myers Park,787,0,110,2,41275,787,0,0,0,0,0,0,0,NA,NA,No,1984,Eastover,Alexander,Myers Park,NA,0,1.20E+05,2,Garden,Transitional,Brick Veneer Partial,2 Parking Spaces,Asphalt,Yes,Great Room,"Laminate, Parquet, Wall-to wall Carpet",Insulated Windows,"City Sewer, City Water","Central Air, Heat Pump - AC, Heat Pump - Heat",Electric,1.25E+05,2004-11-29T00:00:00Z,11292004,2013-11-04T00:00:00Z,Dilworth
1109MOREHEADST4E,NA,0,0,2007-04-05T00:00:00Z,listings_data/651362.html,Condo/Townhouse,Sold,41395,158600,1109 Morehead ST 4 E,Mecklenburg,"Charlotte,NC28204",Mecklenburg,Myers Park,787,0,110,2,41275,787,0,0,0,0,0,0,0,NA,NA,No,1984,Eastover,Alexander Graham,Myers Park,NA,0,1.20E+05,O2,Garden,Transitional,Brick Veneer Partial,2 Parking Spaces,Asphalt,Yes,"Gas Logs, Living Room",Wall-to wall Carpet,Insulated Windows,"City Sewer, City Water","Central Air, Heat Pump - AC, Heat Pump - Heat",Electric,1.60E+05,2007-04-05T00:00:00Z,4052007,2013-04-07T00:00:00Z,Dilworth
1109MOREHEADST8E,NA,0,0,2005-07-14T00:00:00Z,listings_data/509822.html,Condo/Townhouse,Sold,41395,129900,1109 Morehead ST 8 E,Charlotte,"Charlotte,NC28204",Mecklenburg,NA,787,110,NA,2,41275,787,110,0,0,0,0,0,0,NA,NA,No,1984,NA,NA,NA,NA,0,1.20E+05,O2,Garden,Transitional,Brick Veneer Partial,2 Parking Spaces,Asphalt,Yes,Living Room,"Ceramic Tile, Parquet, Wall-to wall Carpet",NA,"City Sewer, City Water","Heat Pump - AC, Heat Pump - Heat",Electric,1.25E+05,2005-07-14T00:00:00Z,7142005,2013-07-05T00:00:00Z,Dilworth
1109MOREHEADST8E,NA,0,0,2009-11-10T00:00:00Z,listings_data/858485.html,Condo/Townhouse,Sold,41395,139900,1109 Morehead ST 8 E,Charlotte,"Charlotte,NC28204",Mecklenburg,NA,786,0,NA,2,41275,786,0,0,0,0,0,0,0,0,0,No,1984,NA,NA,NA,NA,0,1.20E+05,O2,Mid-Rise,NA,"Brick Veneer Partial, Wood",2 Parking Spaces,Asphalt,Yes,Living Room,"Ceramic Tile, Prefinished Wood, Slate",Insulated Windows,"City Sewer, City Water","Central Air, Gas Hot Air",Gas,1.49E+05,2009-11-10T00:00:00Z,11102009,2013-11-09T00:00:00Z,Latta Square
110COLVILLERD12B,Eastover,1,32.3,2001-07-30T00:00:00Z,listings_data/111630.html,Condo/Townhouse,Sold,41365,117500,110 COLVILLE RD 12B,Charlotte,"CHARLOTTE,28207",Mecklenburg,Unknown,609,0,NA,1,41275,609,0,0,0,0,0,0,0,NA,NA,No,1938,Unknown,Unknown,Unknown,NA,0,0,R22MF,Garden,Traditional,Brick Veneer Full,Street / Lot,NA,No,NA,"Wood, Ceramic Tile",NA,"City Water, City Sewer",Heat Pump - AC,Other,1.09E+05,2001-07-30T00:00:00Z,7302001,2013-07-01T00:00:00Z,NA
110COLVILLERD12B,NA,1,32.3,2006-06-30T00:00:00Z,listings_data/597109.html,Condo/Townhouse,Sold,41365,115900,110 Colville RD 12b,Charlotte,"Charlotte,NC28207",Mecklenburg,Myers Park,610,0,0,1,41275,610,0,0,0,0,0,0,0,NA,NA,No,1938,Eastover,Alexander Graham,Myers Park,NA,0,88100,R22mf,2 Story,Traditional,Brick Veneer Full,1 Parking Space,None,No,NA,"Ceramic Tile, Wood",NA,"City Sewer, City Water","Central Air, Heat Pump - Heat",Electric,1.14E+05,2006-06-30T00:00:00Z,6302006,2013-06-06T00:00:00Z,Eastover
11192VILLATRACEPL5,Ballantyne,0,0,2002-03-08T00:00:00Z,listings_data/118231.html,Condo/Townhouse,Sold,41399,248500,11192 VILLA TRACE PL 5,Charlotte,"CHARLOTTE,28277-",Mecklenburg,Unknown,1849,451,NA,3,41306,938,451,911,0,0,0,0,0,NA,NA,No,1998,Unknown,Unknown,Unknown,NA,0,193310,R12MFC,2 Story,Transitional,"Brick Veneer Partial, Hard Stucco","2 Car Garage, Attached",Concrete,Yes,Great Room,"Wood, Ceramic Tile, Wall-to wall Carpet",Insulated Windows,"City Water, City Sewer","Central Air, Gas Hot Air",Gas,2.42E+05,2002-03-08T00:00:00Z,3082002,2013-03-02T00:00:00Z,NA
11192VILLATRACEPL5,NA,0,0,2005-01-14T00:00:00Z,listings_data/451743.html,Condo/Townhouse,Sold,41399,255900,11192 Villa Trace PL 5,Charlotte,"Charlotte,NC28277",Mecklenburg,South Mecklenburg,1900,464,NA,3,41306,972,464,928,0,0,0,0,0,NA,NA,No,1998,Hawk Ridge,Robinson,South Mecklenburg,NA,0,217600,R12 mfc,2 Story,Transitional,"Brick Veneer Partial, Hard Stucco","2 Car Garage, Attached, Garage Door Opener",Concrete,Yes,"Gas Logs, Living Room","Ceramic Tile, Wall-to wall Carpet, Wood",Insulated Windows,"City Sewer, City Water","Central Air, Gas Hot Air",Gas,2.48E+05,2005-01-14T00:00:00Z,1142005,2013-01-05T00:00:00Z,Ballantyne
1121MYRTLE,NA,NA,NA,1997-07-28T00:00:00Z,listings_data/344604.html,Condo/Townhouse,Sold,41395,93900,1121 MYRTLE,Charlotte,",28203",NA,NA,911,NA,NA,2,41275,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,1940,NA,NA,NA,NA,0,57690,R22MF,Mid-Rise,Traditional,Brick Veneer Partial,NA,Concrete,No,NA,"Ceramic Tile, Parquet, Vinyl / Linoleum",NA,"City Water, City Sewer","Window Unit, Gas Steam Heat",Gas,89500,1997-07-28T00:00:00Z,7281997,1997-07-01T00:00:00Z,NA
1121MYRTLE,NA,NA,NA,1997-12-11T00:00:00Z,listings_data/357466.html,Condo/Townhouse,Sold,41395,5.60E+04,1121 MYRTLE,Charlotte,",28203",NA,NA,560,NA,NA,1,41275,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,1940,NA,NA,NA,NA,0,35430,R22MF,Garden,Traditional,Brick Veneer Partial,Street / Lot,NA,No,NA,"Ceramic Tile, Parquet, Vinyl / Linoleum",NA,"City Water, City Sewer","Window Unit, Gas Steam Heat",Gas,58500,1997-12-11T00:00:00Z,12111997,1997-12-01T00:00:00Z,NA
1121MYRTLEAVE#6,Dilworth,0,0,1999-02-26T00:00:00Z,listings_data/394376.html,Condo/Townhouse,Sold,41426,129900,1121 MYRTLE AVE #6,Charlotte,"CHARLOTTE,28203",Mecklenburg,NA,1165,0,NA,2,41275,1165,0,0,0,0,0,NA,NA,NA,NA,No,1940,NA,NA,NA,NA,0,73450,R22MF,2 Story,Traditional,Brick Veneer Partial,Street / Lot,NA,No,NA,"Wood, Ceramic Tile, Vinyl / Linoleum",NA,"City Water, City Sewer","Window Unit, Radiant Heat",Gas,1.26E+05,1999-02-26T00:00:00Z,2261999,1999-02-01T00:00:00Z,NA
1121MYRTLEAVE#6,NA,0,0,2008-09-02T00:00:00Z,listings_data/755736.html,Condo/Townhouse,Sold,41426,1.99E+05,1121 Myrtle AVE #6,Mecklenburg,"Charlotte,NC28203",Mecklenburg,Myers Park,939,0,0,2,41275,939,0,0,0,0,0,0,0,0,0,No,1940,Eastover,Alexander Graham,Myers Park,NA,0,107200,R22Mf,Garden,NA,Brick Veneer Full,Street / Lot,Concrete,No,NA,"Ceramic Tile, Parquet",NA,"City Sewer, City Water","Radiant Heat, Window Unit",Gas,1.80E+05,2008-09-02T00:00:00Z,9022008,2013-09-08T00:00:00Z,Dilworth
1121MYRTLEAVE#C4-27,NA,0,0,1997-07-08T00:00:00Z,listings_data/342342.html,Condo/Townhouse,Sold,41426,58500,1121 MYRTLE AVE #C4-27,Charlotte,",28203",NA,NA,672,NA,NA,1,41275,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,1940,NA,NA,NA,NA,0,38680,R22MF,Garden,Traditional,"Brick Veneer Partial, Concrete Block",Street / Lot,NA,No,NA,"Ceramic Tile, Parquet, Vinyl / Linoleum",NA,"City Water, City Sewer","Window Unit, Gas Steam Heat",Gas,5.60E+04,1997-07-08T00:00:00Z,7081997,1997-07-01T00:00:00Z,NA
1121MYRTLEAVE#C4-27,NA,0,0,1999-01-29T00:00:00Z,listings_data/397892.html,Condo/Townhouse,Sold,41426,81919,1121 MYRTLE AVE #C4-27,Charlotte,",28203",NA,Myers Park,672,NA,NA,1,41275,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,1940,Dilworth,NA,Myers Park,NA,0,56770,R22MF,Garden,Traditional,"Brick Veneer Partial, Concrete Block",Street / Lot,NA,No,NA,"Ceramic Tile, Parquet, Vinyl / Linoleum",NA,"City Water, City Sewer","Window Unit, Gas Steam Heat",Gas,7.70E+04,1999-01-29T00:00:00Z,1291999,1999-01-01T00:00:00Z,NA
1121MYRTLEAVE11,NA,0,0,2004-04-25T00:00:00Z,listings_data/416847.html,Condo/Townhouse,Sold,41426,8.70E+04,1121 Myrtle AVE 11,Mecklenbrg,"Charlotte,NC28203-3518",Mecklenburg,NA,560,0,NA,1,41275,560,0,0,0,0,0,0,0,NA,NA,No,1940,NA,NA,NA,NA,0,691,R22MF,Garden,Tudor,"Brick Veneer Partial, Concrete Block",1 Parking Space,Asphalt,No,NA,NA,NA,"City Sewer, City Water",Window Unit,Other,8.50E+04,2004-04-25T00:00:00Z,4252004,2013-04-04T00:00:00Z,Myrtle Square
1121MYRTLEAVE11,NA,0,0,2005-04-29T00:00:00Z,listings_data/506208.html,Condo/Townhouse,Sold,41395,9.00E+04,1121 Myrtle AVE 11,Mecklenburg,"Charlotte,NC28203",Mecklenburg,NA,560,0,NA,1,41275,560,0,0,0,0,0,0,0,NA,NA,No,1940,NA,NA,NA,NA,0,78300,R300,2 Story,NA,Concrete Block,1 Parking Space,Asphalt,No,NA,NA,NA,"City Sewer, City Water",Gas Steam Heat,Gas,9.00E+04,2005-04-29T00:00:00Z,4292005,2013-04-05T00:00:00Z,Myrtle Square
1121MYRTLEAVE18,NA,0,0,2003-06-27T00:00:00Z,listings_data/206794.html,Condo/Townhouse,Sold,41395,89500,1121 MYRTLE AVE 18,Charlotte,"CHARLOTTE,28203",Mecklenburg,Unknown,588,0,NA,1,41275,588,0,0,0,0,0,0,0,NA,NA,No,1940,Unknown,Unknown,Unknown,NA,0,49900,R22MF,Garden,Traditional,Brick Veneer Full,1 Parking Space,NA,No,NA,"Wood, Ceramic Tile, Vinyl / Linoleum",NA,"City Water, City Sewer","Window Unit, Gas Steam Heat",Gas,8.40E+04,2003-06-27T00:00:00Z,6272003,2013-06-03T00:00:00Z,NA
